id,ltl,sentence
419,finally(not(not((SprayPlacedInSiteA) or (SprayPlacedInSiteA)))),Station the spray can at site A.
420,finally((not(not(SprayPlacedInSiteA))) and (not(not(SprayPlacedInSiteA)))),Station the spray can at site A.
421,finally(SprayPlacedInSiteA),Install the spray can in site A.
422,finally(globally(SprayPlacedInSiteA)),Install the spray can in site A.
423,finally((SprayPlacedInSiteA) or (SprayPlacedInSiteA)),Install the spray can in site A.
424,finally((SprayPlacedInSiteA) and (SprayPlacedInSiteA)),Install the spray can in site A.
425,finally(globally((SprayPlacedInSiteA) or (SprayPlacedInSiteA))),Install the spray can in site A.
426,finally(globally((SprayPlacedInSiteA) and (SprayPlacedInSiteA))),Install the spray can in site A.
427,finally((not(not(SprayPlacedInSiteA)))),Install the spray can in site A.
428,finally(not(not(SprayPlacedInSiteA))),Install the spray can in site A.
429,finally(not(not((SprayPlacedInSiteA) or (SprayPlacedInSiteA)))),Install the spray can in site A.
430,finally((not(not(SprayPlacedInSiteA))) and (not(not(SprayPlacedInSiteA)))),Install the spray can in site A.
431,finally(SprayPlacedInSiteA),Locate the spray can in site A.
432,finally(globally(SprayPlacedInSiteA)),Locate the spray can in site A.
433,finally((SprayPlacedInSiteA) or (SprayPlacedInSiteA)),Locate the spray can in site A.
434,finally((SprayPlacedInSiteA) and (SprayPlacedInSiteA)),Locate the spray can in site A.
435,finally(globally((SprayPlacedInSiteA) or (SprayPlacedInSiteA))),Locate the spray can in site A.
436,finally(globally((SprayPlacedInSiteA) and (SprayPlacedInSiteA))),Locate the spray can in site A.
437,finally((not(not(SprayPlacedInSiteA)))),Locate the spray can in site A.
438,finally(not(not(SprayPlacedInSiteA))),Locate the spray can in site A.
439,finally(not(not((SprayPlacedInSiteA) or (SprayPlacedInSiteA)))),Locate the spray can in site A.
440,finally((not(not(SprayPlacedInSiteA))) and (not(not(SprayPlacedInSiteA)))),Locate the spray can in site A.
441,finally(CokecanPlacedInSiteA),Put the coke can at site A.
442,finally((CokecanPlacedInSiteA)),Put the coke can at site A.
443,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Put the coke can at site A.
444,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Put the coke can at site A.
445,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Put the coke can at site A.
446,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Put the coke can at site A.
447,finally(CokecanPlacedInSiteA),Set the coke can down in site A.
448,finally((CokecanPlacedInSiteA)),Set the coke can down in site A.
449,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Set the coke can down in site A.
450,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Set the coke can down in site A.
451,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Set the coke can down in site A.
452,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Set the coke can down in site A.
453,finally(CokecanPlacedInSiteA),Move the coke can to site A.
454,finally((CokecanPlacedInSiteA)),Move the coke can to site A.
455,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Move the coke can to site A.
456,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Move the coke can to site A.
457,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Move the coke can to site A.
458,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Move the coke can to site A.
459,finally(CokecanPlacedInSiteA),Relocate the coke can to site A.
460,finally((CokecanPlacedInSiteA)),Relocate the coke can to site A.
461,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Relocate the coke can to site A.
462,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Relocate the coke can to site A.
463,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Relocate the coke can to site A.
464,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Relocate the coke can to site A.
465,finally(CokecanPlacedInSiteA),Position the coke can in site A.
466,finally((CokecanPlacedInSiteA)),Position the coke can in site A.
467,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Position the coke can in site A.
468,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Position the coke can in site A.
469,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Position the coke can in site A.
470,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Position the coke can in site A.
471,finally(CokecanPlacedInSiteA),Deposit the coke can at site A.
472,finally((CokecanPlacedInSiteA)),Deposit the coke can at site A.
473,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Deposit the coke can at site A.
474,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Deposit the coke can at site A.
475,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Deposit the coke can at site A.
476,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Deposit the coke can at site A.
477,finally(CokecanPlacedInSiteA),Situate the coke can at site A.
478,finally((CokecanPlacedInSiteA)),Situate the coke can at site A.
479,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Situate the coke can at site A.
480,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Situate the coke can at site A.
481,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Situate the coke can at site A.
482,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Situate the coke can at site A.
483,finally(CokecanPlacedInSiteA),Take the coke can to site A.
484,finally((CokecanPlacedInSiteA)),Take the coke can to site A.
485,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Take the coke can to site A.
486,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Take the coke can to site A.
487,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Take the coke can to site A.
488,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Take the coke can to site A.
489,finally(CokecanPlacedInSiteA),Leave the coke can at site A.
490,finally((CokecanPlacedInSiteA)),Leave the coke can at site A.
491,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Leave the coke can at site A.
492,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Leave the coke can at site A.
493,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Leave the coke can at site A.
494,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Leave the coke can at site A.
495,finally(CokecanPlacedInSiteA),Transport the coke can to site A.
496,finally((CokecanPlacedInSiteA)),Transport the coke can to site A.
497,finally(CokecanPlacedInSiteA imply CokecanPlacedInSiteA),Transport the coke can to site A.
498,finally(CokecanPlacedInSiteA or CokecanPlacedInSiteA),Transport the coke can to site A.
499,finally((CokecanPlacedInSiteA) and CokecanPlacedInSiteA),Transport the coke can to site A.
500,finally((CokecanPlacedInSiteA or CokecanPlacedInSiteA)),Transport the coke can to site A.
501,finally(CupPlacedInSiteA),Put the cup at location A.
502,finally(CupPlacedInSiteA),Set the cup down in site A.
503,finally(CupPlacedInSiteA),Relocate the cup to site A.
504,finally(CupPlacedInSiteA),Move the cup to location A.
505,finally(CupPlacedInSiteA),Deposit the cup in site A.
506,finally(CupPlacedInSiteA),Transfer the cup to site A.
507,finally(CupPlacedInSiteA),Reposition the cup to site A.
508,finally(CupPlacedInSiteA),Carry the cup to location A.
509,finally(CupPlacedInSiteA),Transport the cup to site A.
510,finally(CupPlacedInSiteA),Bring the cup to location A.
511,finally(SprayPickedUp imply SprayPlacedInSiteA),Grasp the spray and put it in site A.
512,finally(SprayPickedUp imply SprayPlacedInSiteA),Hold the spray and move it to site A.
513,finally(SprayPickedUp imply SprayPlacedInSiteA),Retrieve the spray and relocate it to site A.
514,finally(SprayPickedUp imply SprayPlacedInSiteA),Get the spray and transfer it to site A.
515,finally(SprayPickedUp imply SprayPlacedInSiteA),Lift the spray and set it down in site A.
516,finally(SprayPickedUp imply SprayPlacedInSiteA),Get hold of the spray and place it at site A.
517,finally(SprayPickedUp imply SprayPlacedInSiteA),Seize the spray and deposit it in site A.
518,finally(SprayPickedUp imply SprayPlacedInSiteA),Snatch the spray and drop it off at site A.
519,finally(SprayPickedUp imply SprayPlacedInSiteA),Gather the spray and deliver it to site A.
520,finally(SprayPickedUp imply SprayPlacedInSiteA),Catch the spray and position it in site A.
521,finally(SprayPickedUp imply SprayPlacedInSiteB),Grab the spray and put it in location B.
522,finally(SprayPickedUp imply SprayPlacedInSiteB),Take the spray and set it in site B.
523,finally(SprayPickedUp imply SprayPlacedInSiteB),Capture the spray and relocate it to site B.
524,finally(SprayPickedUp imply SprayPlacedInSiteB),Snatch the spray and deposit it in site B.
525,finally(SprayPickedUp imply SprayPlacedInSiteB),Get the spray and place it at site B.
526,finally(SprayPickedUp imply SprayPlacedInSiteB),Seize the spray and position it at site B.
527,finally(SprayPickedUp imply SprayPlacedInSiteB),Retrieve the spray and situate it in site B.
528,finally(SprayPickedUp imply SprayPlacedInSiteB),Hold the spray and transfer it to site B.
529,finally(SprayPickedUp imply SprayPlacedInSiteB),Catch the spray and move it to site B.
530,finally(SprayPickedUp imply SprayPlacedInSiteB),Snap up the spray and put it in at site B.
531,finally((CokecanPickedUp) imply (CokecanPlacedInSiteC)),Grab the coke can and put it in site C
532,finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC)),Grab the coke can and put it in site C
533,finally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Grab the coke can and put it in site C
534,finally(globally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Grab the coke can and put it in site C
535,finally(globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC)))),Grab the coke can and put it in site C
536,finally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Grab the coke can and put it in site C
537,finally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Grab the coke can and put it in site C
538,globally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Grab the coke can and put it in site C
539,globally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Grab the coke can and put it in site C
540,globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Grab the coke can and put it in site C
541,finally((CokecanPickedUp) imply (CokecanPlacedInSiteC)),Take the coke can and keep it at site C
542,finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC)),Take the coke can and keep it at site C
543,finally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Take the coke can and keep it at site C
544,finally(globally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Take the coke can and keep it at site C
545,finally(globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC)))),Take the coke can and keep it at site C
546,finally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Take the coke can and keep it at site C
547,finally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Take the coke can and keep it at site C
548,globally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Take the coke can and keep it at site C
549,globally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Take the coke can and keep it at site C
550,globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Take the coke can and keep it at site C
551,finally((CokecanPickedUp) imply (CokecanPlacedInSiteC)),Collect the coke can and transfer it to site C
552,finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC)),Collect the coke can and transfer it to site C
553,finally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Collect the coke can and transfer it to site C
554,finally(globally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Collect the coke can and transfer it to site C
555,finally(globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC)))),Collect the coke can and transfer it to site C
556,finally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Collect the coke can and transfer it to site C
557,finally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Collect the coke can and transfer it to site C
558,globally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Collect the coke can and transfer it to site C
559,globally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Collect the coke can and transfer it to site C
560,globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Collect the coke can and transfer it to site C
561,finally((CokecanPickedUp) imply (CokecanPlacedInSiteC)),Pick the coke can and deposit it in site C
562,finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC)),Pick the coke can and deposit it in site C
563,finally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Pick the coke can and deposit it in site C
564,finally(globally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Pick the coke can and deposit it in site C
565,finally(globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC)))),Pick the coke can and deposit it in site C
566,finally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Pick the coke can and deposit it in site C
567,finally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Pick the coke can and deposit it in site C
568,globally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Pick the coke can and deposit it in site C
569,globally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Pick the coke can and deposit it in site C
570,globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Pick the coke can and deposit it in site C
571,finally((CokecanPickedUp) imply (CokecanPlacedInSiteC)),Hold the coke can and move it to site C
572,finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC)),Hold the coke can and move it to site C
573,finally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Hold the coke can and move it to site C
574,finally(globally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Hold the coke can and move it to site C
575,finally(globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC)))),Hold the coke can and move it to site C
576,finally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Hold the coke can and move it to site C
577,finally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Hold the coke can and move it to site C
578,globally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Hold the coke can and move it to site C
579,globally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Hold the coke can and move it to site C
580,globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Hold the coke can and move it to site C
581,finally((CokecanPickedUp) imply (CokecanPlacedInSiteC)),Fetch the coke can and position it at site C
582,finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC)),Fetch the coke can and position it at site C
583,finally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Fetch the coke can and position it at site C
584,finally(globally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Fetch the coke can and position it at site C
585,finally(globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC)))),Fetch the coke can and position it at site C
586,finally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Fetch the coke can and position it at site C
587,finally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Fetch the coke can and position it at site C
588,globally(finally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Fetch the coke can and position it at site C
589,globally(finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC))),Fetch the coke can and position it at site C
590,globally(globally((CokecanPickedUp) imply (CokecanPlacedInSiteC))),Fetch the coke can and position it at site C
591,finally((CokecanPickedUp) imply (CokecanPlacedInSiteC)),Secure the coke can and place it at site C
592,finally((CokecanPickedUp) imply finally(CokecanPlacedInSiteC)),Secure the coke can and place it at site C
